alpha,CL,CD,Cm,Max_Camber,Camber_Pos,Thickness,Re,Airfoil_Name,CL_max,alpha_stall
-4.4,-0.641,0.01811,0.0239,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-4.2,-0.6255,0.01797,0.025,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-4.0,-0.6098,0.01785,0.0261,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-3.8,-0.5941,0.01775,0.0272,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-3.6,-0.5784,0.01767,0.0282,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-3.4,-0.5627,0.01762,0.0292,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-3.2,-0.5471,0.01758,0.0303,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-3.0,-0.5316,0.01758,0.0313,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-2.8,-0.5162,0.0176,0.0323,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-2.6,-0.501,0.01764,0.0333,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-2.4,-0.4615,0.01785,0.0298,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-2.2,-0.4248,0.01799,0.027,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-2.0,-0.3886,0.01815,0.0244,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-1.8,-0.35,0.01834,0.0216,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-1.6,-0.3182,0.01845,0.0201,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-1.4,-0.2796,0.01862,0.0175,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-1.2,-0.2478,0.01873,0.0162,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-1.0,-0.2118,0.01888,0.0143,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-0.8,-0.1742,0.01903,0.0122,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-0.6,-0.1212,0.01922,0.0074,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-0.4,-0.0897,0.01933,0.0065,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-0.2,-0.0413,0.01932,0.0026,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
0.0,0.0,0.01945,-0.0,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
0.2,0.0413,0.01932,-0.0026,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
0.4,0.0897,0.01933,-0.0065,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
0.6,0.1212,0.01922,-0.0074,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
0.8,0.1742,0.01902,-0.0122,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
1.0,0.2118,0.01888,-0.0142,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
1.2,0.2478,0.01873,-0.0162,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
1.4,0.2795,0.01862,-0.0174,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
1.6,0.3182,0.01845,-0.0201,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
1.8,0.35,0.01834,-0.0216,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
2.0,0.3886,0.01815,-0.0244,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
2.2,0.4248,0.01799,-0.027,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
2.4,0.4615,0.01785,-0.0298,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
2.6,0.5008,0.01764,-0.0332,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
2.8,0.516,0.01759,-0.0322,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
3.0,0.5314,0.01757,-0.0312,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
3.2,0.5469,0.01758,-0.0302,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
3.4,0.5625,0.01761,-0.0292,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
3.6,0.5782,0.01767,-0.0282,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
3.8,0.5939,0.01774,-0.0272,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
4.0,0.6097,0.01784,-0.0261,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
4.2,0.6253,0.01797,-0.025,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
4.4,0.6408,0.01811,-0.0239,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
4.6,0.6561,0.01828,-0.0227,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
4.8,0.6711,0.01848,-0.0215,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
5.0,0.6858,0.0187,-0.0202,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
5.2,0.7003,0.01895,-0.0189,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
5.4,0.7145,0.01922,-0.0175,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
5.6,0.7282,0.0195,-0.016,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
5.8,0.7418,0.01982,-0.0145,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
6.0,0.7551,0.02016,-0.013,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
6.2,0.7682,0.02054,-0.0114,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
6.4,0.7812,0.02096,-0.0098,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
6.6,0.794,0.02141,-0.0082,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
6.8,0.807,0.0219,-0.0066,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
7.0,0.8196,0.02237,-0.005,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
7.2,0.8319,0.02289,-0.0033,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
7.4,0.8446,0.02349,-0.0017,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
7.6,0.8581,0.02409,-0.0003,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
7.8,0.87,0.02467,0.0015,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
8.0,0.8837,0.02539,0.0029,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
8.2,0.8961,0.02599,0.0045,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
8.4,0.9099,0.02681,0.0058,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
8.6,0.9223,0.02745,0.0075,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
8.8,0.9375,0.02838,0.0085,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
9.0,0.9488,0.02911,0.0103,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
9.2,0.9653,0.02996,0.0111,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
9.4,0.9765,0.03096,0.0127,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
9.6,0.9893,0.03178,0.0142,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
9.8,1.0087,0.03302,0.0143,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
10.0,1.0164,0.03398,0.0165,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
10.2,1.0275,0.03499,0.018,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
10.4,1.0442,0.03595,0.0186,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
10.6,1.0555,0.03748,0.0199,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
10.8,1.0618,0.03878,0.0219,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
11.0,1.0714,0.04002,0.0234,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
11.2,1.0853,0.04111,0.0242,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
11.4,1.0987,0.04297,0.0248,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
11.6,1.0956,0.04463,0.0276,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
11.8,1.0935,0.04646,0.0301,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
12.0,1.0926,0.0483,0.0322,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
12.2,1.0955,0.04995,0.0339,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
12.4,1.1052,0.0513,0.0349,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
12.6,1.1228,0.0535,0.0345,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
12.8,1.104,0.0556,0.0381,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
13.0,1.0833,0.05806,0.0411,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
13.2,1.0609,0.06103,0.0431,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
13.4,1.0363,0.0646,0.0441,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
13.6,1.0089,0.06892,0.0439,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
13.8,0.9787,0.07418,0.0425,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
14.0,0.9459,0.08055,0.0398,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
14.2,0.9119,0.0881,0.036,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
14.6,0.6068,0.16609,-0.0145,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
14.8,0.6192,0.16848,-0.0144,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
15.0,0.6414,0.17179,-0.0132,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
15.2,0.668,0.17686,-0.0111,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
15.4,0.6256,0.17785,-0.0187,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
15.6,0.6269,0.18025,-0.0204,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
15.8,0.6372,0.18261,-0.0207,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
16.0,0.6586,0.18587,-0.0193,0.0,0.0,0.15,100000,NACA 0015,1.1228,12.6
-10.0,-0.3676,0.09902,-0.0159,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-9.8,-0.3698,0.09612,-0.0166,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-9.6,-0.3886,0.09261,-0.0197,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-9.4,-0.4237,0.08822,-0.0253,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-9.2,-0.4547,0.08316,-0.0303,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-9.0,-0.4824,0.0793,-0.0325,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-8.8,-0.5089,0.07629,-0.0321,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-8.6,-0.5481,0.08453,-0.0233,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-8.4,-0.5822,0.0811,-0.0263,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-8.2,-0.6147,0.07976,-0.0267,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-8.0,-0.5527,0.07508,-0.0233,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-7.8,-0.5618,0.072,-0.0242,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-7.4,-0.571,0.06573,-0.0239,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-7.2,-0.57,0.06357,-0.023,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-7.0,-0.5754,0.06062,-0.0221,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-6.8,-0.5688,0.05883,-0.0207,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-6.6,-0.5657,0.05651,-0.0191,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-6.4,-0.5652,0.05461,-0.0173,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-6.0,-0.5541,0.05157,-0.0129,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-5.8,-0.5456,0.05055,-0.0102,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-5.2,-0.5214,0.04942,0.0026,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-5.0,-0.4978,0.03585,-0.0047,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-4.8,-0.4833,0.03208,-0.004,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-4.6,-0.4682,0.03022,-0.0026,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-4.4,-0.4528,0.02889,-0.0012,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-4.2,-0.4369,0.02777,0.0001,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-4.0,-0.4203,0.02664,0.0013,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-3.8,-0.403,0.02555,0.0024,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-3.6,-0.3855,0.02462,0.0034,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-3.4,-0.3685,0.02409,0.0045,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-3.2,-0.3502,0.02289,0.005,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-3.0,-0.332,0.022,0.0056,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-2.8,-0.3142,0.02137,0.0062,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-2.6,-0.2973,0.02094,0.0069,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-2.4,-0.2807,0.02047,0.0076,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-2.2,-0.2467,0.01957,0.005,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-2.0,-0.2048,0.01878,0.001,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-1.8,-0.163,0.01786,-0.003,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-1.6,-0.1423,0.01513,-0.001,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-1.4,-0.0955,0.01575,-0.0013,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-1.2,0.0032,0.01644,-0.0132,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-1.0,0.1275,0.01634,-0.0314,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-0.8,0.1759,0.0159,-0.0368,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-0.6,0.2136,0.01548,-0.04,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-0.4,0.2443,0.0151,-0.0416,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-0.2,0.2673,0.01478,-0.0415,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
0.0,0.2858,0.01452,-0.0404,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
0.2,0.302,0.01433,-0.0389,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
0.4,0.3181,0.01418,-0.0373,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
0.6,0.334,0.01409,-0.0357,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
0.8,0.3502,0.01405,-0.0342,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
1.0,0.3667,0.01406,-0.0328,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
1.2,0.3835,0.01412,-0.0315,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
1.4,0.4001,0.01423,-0.0302,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
1.6,0.4168,0.01438,-0.029,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
1.8,0.4337,0.01458,-0.0279,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
2.0,0.4506,0.01483,-0.0268,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
2.2,0.4675,0.0151,-0.0258,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
2.4,0.4847,0.0154,-0.0248,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
2.6,0.502,0.0157,-0.0239,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
2.8,0.5195,0.01603,-0.0231,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
3.0,0.5372,0.01636,-0.0223,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
3.2,0.5551,0.01671,-0.0215,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
3.4,0.5731,0.01707,-0.0207,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
3.6,0.591,0.0174,-0.02,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
3.8,0.6093,0.01779,-0.0193,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
4.0,0.6276,0.01816,-0.0186,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
4.2,0.646,0.01858,-0.018,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
4.4,0.6643,0.01895,-0.0173,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
4.6,0.6829,0.01941,-0.0167,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
4.8,0.7011,0.01981,-0.016,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
5.0,0.7204,0.0203,-0.0155,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
5.2,0.7383,0.02078,-0.0148,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
5.4,0.7567,0.02122,-0.0141,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
5.6,0.7763,0.02179,-0.0137,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
5.8,0.7934,0.02229,-0.0129,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
6.0,0.8116,0.0228,-0.0122,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
6.2,0.8312,0.02338,-0.0118,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
6.4,0.8486,0.02403,-0.0111,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
6.6,0.866,0.02459,-0.0104,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
6.8,0.885,0.02514,-0.0099,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
7.0,0.904,0.02594,-0.0095,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
7.2,0.9198,0.02666,-0.0086,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
7.4,0.9374,0.02729,-0.0079,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
7.6,0.9568,0.02791,-0.0075,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
7.8,0.9734,0.02885,-0.0069,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
8.0,0.9883,0.02973,-0.006,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
8.2,1.0059,0.03043,-0.0054,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
8.4,1.0257,0.03111,-0.0051,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
8.6,1.0391,0.03226,-0.0041,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
8.8,1.0522,0.03331,-0.0031,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
9.0,1.0698,0.03402,-0.0025,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
9.2,1.0905,0.03474,-0.0024,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
9.4,1.0985,0.0362,-0.0009,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
9.6,1.1094,0.0374,0.0002,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
9.8,1.1283,0.03794,0.0006,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
10.0,1.1492,0.03878,0.0006,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
10.2,1.1485,0.04065,0.0029,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
10.4,1.1593,0.04174,0.004,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
10.6,1.1839,0.04168,0.0039,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
10.8,1.19,0.04336,0.0053,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
11.0,1.1871,0.04541,0.0074,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
11.2,1.2081,0.04533,0.0077,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
11.4,1.2312,0.04554,0.0077,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
11.6,1.2147,0.04843,0.0108,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
11.8,1.2205,0.04942,0.0122,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
12.0,1.2665,0.04745,0.0108,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
12.2,1.241,0.05079,0.0143,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
12.4,1.2198,0.05379,0.0171,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
12.6,1.0383,0.07514,0.0143,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
12.8,1.0025,0.0839,0.0099,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
13.0,1.2291,0.05637,0.0215,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
13.2,1.1853,0.0619,0.0226,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
13.4,1.1216,0.07143,0.0198,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
13.8,1.2017,0.06455,0.0241,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
14.0,1.1495,0.07329,0.0208,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
14.4,1.2153,0.06788,0.0246,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
15.6,0.7688,0.18298,-0.0424,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
15.8,0.7751,0.18529,-0.0432,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
16.0,0.8034,0.18866,-0.0406,0.02,0.3,0.12,100000,NACA 23012,1.2665,12.0
-10.0,-0.3154,0.13734,-0.0413,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-9.8,-0.286,0.12641,-0.039,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-9.6,-0.282,0.1237,-0.0376,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-9.4,-0.2816,0.12181,-0.0363,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-9.2,-0.2829,0.12022,-0.0351,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-9.0,-0.2853,0.11879,-0.0338,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-8.8,-0.2885,0.11747,-0.0325,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-8.6,-0.2927,0.11623,-0.0312,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-8.4,-0.2976,0.11509,-0.0298,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-8.2,-0.3035,0.11405,-0.0284,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-8.0,-0.3105,0.11315,-0.0269,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-7.8,-0.3191,0.11247,-0.0254,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-7.6,-0.3299,0.11211,-0.0237,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-7.4,-0.3433,0.11205,-0.0219,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-7.2,-0.3586,0.11215,-0.0198,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-7.0,-0.3722,0.11215,-0.0188,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-6.8,-0.3818,0.11192,-0.0198,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-6.6,-0.3683,0.11041,-0.0299,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-6.4,-0.3543,0.10473,-0.0313,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-6.2,-0.3435,0.10028,-0.026,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-6.0,-0.3234,0.09697,-0.0282,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-5.8,-0.3002,0.09372,-0.0345,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-5.6,-0.2415,0.09041,-0.0628,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-5.4,-0.2421,0.08605,-0.0571,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-5.2,-0.2294,0.08275,-0.0551,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-5.0,-0.2034,0.07948,-0.0588,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-4.8,-0.1805,0.07667,-0.0649,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-4.6,-0.1345,0.07176,-0.0792,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-4.4,-0.1232,0.06926,-0.0778,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-4.2,-0.0978,0.06654,-0.0813,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-4.0,-0.0535,0.06231,-0.0915,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-3.8,-0.0374,0.06039,-0.0922,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-3.6,0.0047,0.05654,-0.1007,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-3.4,0.0547,0.05301,-0.1101,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-3.2,0.0655,0.05116,-0.1088,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-3.0,0.1059,0.04821,-0.1147,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-2.8,0.1448,0.04566,-0.1193,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-2.6,0.2246,0.03661,-0.1341,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-2.4,0.2631,0.03261,-0.1377,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-2.2,0.3022,0.03011,-0.1413,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-2.0,0.3434,0.02836,-0.1448,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-1.8,0.3867,0.0267,-0.1484,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-1.6,0.405,0.02616,-0.1477,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-1.4,0.4429,0.02509,-0.1502,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-1.0,0.4985,0.02372,-0.1518,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-0.8,0.533,0.0228,-0.1536,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-0.6,0.554,0.02245,-0.1532,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-0.4,0.5845,0.02171,-0.1542,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-0.2,0.6172,0.02076,-0.1556,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
0.0,0.6357,0.02026,-0.155,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
